gRNA_length,PAM,gc_content,cleavage_efficiency,off_target_probability,immunogenicity,binding_affinity,tcell_recognition,exposure_score,fitness_score
24,TGG,0.51,0.91,0.08,0.59,0.68,0.59,0.78,-0.35
20,NAG,0.63,0.91,0.2,0.35,0.53,0.58,0.65,-0.22
24,CGG,0.62,0.87,0.21,0.43,0.81,0.66,0.76,-0.43
24,NGG,0.46,0.8,0.15,0.42,0.47,0.62,0.54,-0.39
24,NAG,0.65,0.77,0.01,0.52,0.64,0.75,0.62,-0.51
18,CGG,0.73,0.77,0.24,0.24,0.77,0.74,0.62,-0.45
17,CGG,0.45,0.84,0.14,0.59,0.49,0.52,0.65,-0.41
20,NAG,0.46,0.71,0.18,0.56,0.72,0.6,0.69,-0.63
18,TGG,0.43,0.77,0.12,0.44,0.83,0.53,0.74,-0.32
19,NGG,0.53,0.84,0.18,0.23,0.45,0.78,0.51,-0.35
18,NGG,0.78,0.95,0.22,0.22,0.41,0.69,0.61,-0.18
20,NAG,0.46,0.9,0.06,0.26,0.74,0.56,0.5,0.02
22,CGG,0.44,0.7,0.18,0.43,0.46,0.52,0.59,-0.43
22,CGG,0.73,0.9,0.03,0.56,0.74,0.64,0.74,-0.33
17,CGG,0.65,0.71,0.18,0.37,0.57,0.73,0.51,-0.57
22,CGG,0.67,0.79,0.24,0.4,0.55,0.61,0.67,-0.46
17,CGG,0.75,0.93,0.27,0.55,0.58,0.73,0.7,-0.62
20,NAG,0.79,0.76,0.01,0.32,0.49,0.64,0.76,-0.21
21,NGG,0.47,0.73,0.26,0.5,0.87,0.77,0.6,-0.8
19,NAG,0.68,0.85,0.0,0.29,0.56,0.53,0.52,0.03
18,NGG,0.59,0.89,0.2,0.2,0.87,0.76,0.68,-0.27
17,NAG,0.76,0.77,0.18,0.53,0.87,0.51,0.69,-0.45
17,CGG,0.51,0.8,0.17,0.27,0.88,0.54,0.74,-0.18
24,TGG,0.43,0.88,0.29,0.45,0.61,0.8,0.63,-0.66
21,NAG,0.71,0.79,0.18,0.51,0.6,0.64,0.56,-0.54
17,NAG,0.48,0.81,0.11,0.37,0.79,0.54,0.7,-0.21
20,TGG,0.56,0.81,0.12,0.3,0.45,0.55,0.55,-0.16
17,NGG,0.58,0.79,0.22,0.42,0.65,0.79,0.78,-0.64
20,CGG,0.65,0.72,0.06,0.38,0.44,0.68,0.76,-0.4
18,CGG,0.58,0.95,0.21,0.3,0.44,0.52,0.7,-0.08
21,NGG,0.6,0.74,0.2,0.49,0.47,0.78,0.79,-0.73
20,CGG,0.77,0.82,0.26,0.36,0.78,0.66,0.77,-0.46
22,CGG,0.74,0.8,0.3,0.25,0.48,0.5,0.77,-0.25
20,TGG,0.75,0.84,0.01,0.33,0.45,0.56,0.68,-0.06
23,NGG,0.66,0.74,0.29,0.26,0.88,0.56,0.8,-0.37
24,TGG,0.41,0.94,0.09,0.44,0.6,0.73,0.67,-0.32
19,NAG,0.42,0.88,0.26,0.5,0.73,0.8,0.75,-0.68
21,CGG,0.77,0.88,0.19,0.25,0.87,0.64,0.64,-0.2
22,NGG,0.43,0.83,0.21,0.22,0.44,0.79,0.66,-0.39
23,NAG,0.47,0.86,0.13,0.33,0.43,0.66,0.56,-0.26
24,TGG,0.57,0.9,0.01,0.53,0.43,0.55,0.56,-0.19
19,TGG,0.76,0.72,0.26,0.55,0.75,0.73,0.77,-0.82
17,CGG,0.41,0.79,0.01,0.42,0.64,0.66,0.79,-0.3
22,TGG,0.48,0.79,0.06,0.59,0.48,0.76,0.68,-0.62
17,TGG,0.79,0.78,0.02,0.26,0.45,0.74,0.56,-0.24
24,NAG,0.53,0.92,0.15,0.36,0.74,0.63,0.73,-0.22
18,NAG,0.68,0.94,0.06,0.47,0.86,0.74,0.55,-0.33
22,TGG,0.7,0.93,0.08,0.26,0.78,0.8,0.67,-0.21
23,NGG,0.55,0.9,0.11,0.51,0.8,0.61,0.64,-0.33
22,NAG,0.67,0.84,0.05,0.39,0.71,0.64,0.72,-0.24
21,CGG,0.5,0.83,0.15,0.21,0.7,0.75,0.59,-0.28
18,NGG,0.49,0.81,0.18,0.31,0.49,0.52,0.61,-0.2
20,CGG,0.58,0.8,0.01,0.59,0.82,0.7,0.55,-0.5
21,NGG,0.67,0.93,0.24,0.39,0.47,0.68,0.51,-0.38
23,NGG,0.46,0.71,0.26,0.21,0.61,0.58,0.53,-0.34
17,NAG,0.54,0.86,0.25,0.43,0.45,0.65,0.51,-0.47
21,NGG,0.4,0.9,0.03,0.56,0.74,0.53,0.58,-0.22
17,TGG,0.73,0.91,0.01,0.31,0.54,0.71,0.56,-0.12
23,TGG,0.62,0.75,0.15,0.28,0.57,0.62,0.74,-0.3
20,CGG,0.76,0.92,0.21,0.4,0.64,0.56,0.55,-0.25
17,TGG,0.51,0.8,0.2,0.41,0.81,0.7,0.55,-0.51
21,NAG,0.45,0.92,0.08,0.57,0.44,0.55,0.62,-0.28
22,NAG,0.72,0.81,0.2,0.37,0.77,0.72,0.58,-0.48
24,NAG,0.57,0.89,0.01,0.57,0.49,0.52,0.8,-0.21
18,CGG,0.56,0.87,0.22,0.54,0.81,0.7,0.51,-0.59
19,TGG,0.56,0.93,0.11,0.27,0.7,0.58,0.8,-0.03
17,CGG,0.74,0.92,0.07,0.37,0.52,0.72,0.63,-0.24
17,NAG,0.54,0.71,0.09,0.35,0.43,0.66,0.73,-0.39
17,TGG,0.76,0.84,0.01,0.34,0.75,0.72,0.71,-0.23
23,NAG,0.4,0.79,0.09,0.47,0.68,0.73,0.6,-0.5
19,CGG,0.54,0.93,0.29,0.27,0.53,0.68,0.73,-0.31
23,NGG,0.56,0.7,0.25,0.24,0.78,0.62,0.56,-0.41
21,TGG,0.65,0.79,0.12,0.46,0.81,0.67,0.53,-0.46
17,NGG,0.77,0.89,0.26,0.37,0.66,0.5,0.56,-0.24
20,CGG,0.53,0.81,0.06,0.37,0.85,0.65,0.67,-0.27
20,TGG,0.6,0.8,0.2,0.43,0.8,0.72,0.64,-0.55
19,NGG,0.7,0.79,0.2,0.44,0.62,0.59,0.61,-0.44
18,TGG,0.72,0.71,0.2,0.56,0.56,0.59,0.5,-0.64
17,NGG,0.62,0.87,0.22,0.28,0.82,0.77,0.52,-0.4
17,CGG,0.77,0.87,0.06,0.57,0.61,0.56,0.78,-0.32
24,TGG,0.68,0.9,0.22,0.45,0.45,0.6,0.77,-0.37
19,NAG,0.74,0.92,0.07,0.38,0.76,0.51,0.55,-0.04
18,NGG,0.58,0.84,0.19,0.52,0.47,0.65,0.75,-0.52
24,CGG,0.67,0.75,0.22,0.57,0.76,0.7,0.69,-0.74
17,NGG,0.44,0.87,0.09,0.29,0.87,0.59,0.74,-0.1
21,NAG,0.45,0.89,0.24,0.35,0.51,0.6,0.73,-0.3
24,TGG,0.59,0.93,0.19,0.42,0.88,0.8,0.6,-0.48
18,CGG,0.62,0.75,0.18,0.51,0.47,0.68,0.5,-0.62
20,TGG,0.42,0.93,0.1,0.38,0.43,0.65,0.77,-0.2
18,NAG,0.51,0.89,0.26,0.58,0.9,0.61,0.77,-0.56
22,CGG,0.78,0.78,0.26,0.21,0.49,0.69,0.67,-0.38
19,CGG,0.8,0.87,0.1,0.36,0.69,0.59,0.79,-0.18
19,TGG,0.5,0.78,0.21,0.49,0.42,0.63,0.75,-0.55
21,CGG,0.49,0.74,0.11,0.39,0.44,0.59,0.6,-0.35
23,TGG,0.73,0.93,0.05,0.5,0.66,0.58,0.53,-0.2
18,NGG,0.47,0.9,0.12,0.27,0.8,0.54,0.64,-0.03
17,CGG,0.41,0.84,0.17,0.51,0.44,0.59,0.73,-0.43
18,NAG,0.65,0.71,0.03,0.33,0.58,0.77,0.73,-0.42
22,NAG,0.68,0.75,0.18,0.54,0.65,0.69,0.69,-0.66
21,NAG,0.53,0.88,0.24,0.55,0.47,0.79,0.7,-0.7
20,CGG,0.68,0.85,0.12,0.57,0.56,0.51,0.74,-0.35
22,NAG,0.55,0.75,0.12,0.36,0.64,0.7,0.74,-0.43
22,TGG,0.74,0.73,0.16,0.41,0.7,0.64,0.53,-0.48
21,CGG,0.48,0.94,0.19,0.46,0.67,0.76,0.67,-0.47
20,NAG,0.47,0.83,0.18,0.24,0.59,0.58,0.76,-0.17
21,TGG,0.57,0.85,0.24,0.22,0.58,0.68,0.77,-0.29
24,TGG,0.42,0.86,0.12,0.54,0.75,0.57,0.73,-0.37
22,CGG,0.56,0.93,0.05,0.25,0.43,0.71,0.51,-0.08
17,NGG,0.73,0.82,0.13,0.21,0.57,0.61,0.71,-0.13
18,CGG,0.52,0.84,0.08,0.53,0.62,0.52,0.53,-0.29
20,TGG,0.45,0.73,0.2,0.41,0.57,0.51,0.64,-0.39
24,TGG,0.61,0.83,0.24,0.41,0.88,0.51,0.66,-0.33
18,NAG,0.62,0.9,0.27,0.41,0.43,0.62,0.58,-0.4
19,CGG,0.45,0.72,0.13,0.54,0.65,0.53,0.52,-0.48
19,CGG,0.47,0.78,0.17,0.24,0.47,0.58,0.65,-0.21
23,NAG,0.59,0.87,0.08,0.24,0.56,0.66,0.79,-0.11
18,CGG,0.45,0.7,0.11,0.36,0.4,0.56,0.76,-0.33
17,NAG,0.45,0.83,0.05,0.46,0.76,0.64,0.63,-0.32
17,CGG,0.47,0.87,0.29,0.56,0.61,0.76,0.53,-0.74
18,NGG,0.58,0.76,0.17,0.42,0.77,0.65,0.51,-0.48
17,TGG,0.54,0.9,0.23,0.46,0.71,0.63,0.54,-0.42
24,CGG,0.77,0.75,0.21,0.25,0.53,0.6,0.75,-0.31
20,NGG,0.66,0.86,0.03,0.51,0.61,0.5,0.67,-0.18
21,NGG,0.58,0.75,0.22,0.49,0.76,0.6,0.53,-0.56
24,NAG,0.69,0.71,0.17,0.45,0.83,0.77,0.5,-0.68
19,NAG,0.49,0.75,0.18,0.35,0.85,0.8,0.77,-0.58
24,NGG,0.58,0.82,0.01,0.23,0.41,0.59,0.58,-0.01
18,TGG,0.53,0.88,0.06,0.51,0.57,0.75,0.69,-0.44
24,CGG,0.48,0.78,0.06,0.52,0.58,0.51,0.52,-0.31
20,NAG,0.52,0.84,0.04,0.4,0.88,0.67,0.59,-0.27
23,NAG,0.58,0.78,0.16,0.41,0.6,0.58,0.59,-0.37
17,CGG,0.7,0.89,0.21,0.32,0.9,0.62,0.7,-0.26
24,NGG,0.46,0.92,0.28,0.35,0.47,0.59,0.56,-0.3
23,NGG,0.62,0.77,0.16,0.45,0.68,0.58,0.74,-0.42
22,NAG,0.62,0.78,0.03,0.49,0.51,0.65,0.72,-0.39
22,TGG,0.6,0.84,0.23,0.6,0.79,0.74,0.52,-0.73
19,NAG,0.45,0.74,0.01,0.5,0.42,0.76,0.68,-0.53
17,NGG,0.77,0.71,0.27,0.35,0.86,0.6,0.67,-0.51
20,NGG,0.58,0.85,0.25,0.48,0.9,0.71,0.8,-0.59
19,NGG,0.54,0.81,0.12,0.49,0.75,0.56,0.77,-0.36
21,NGG,0.73,0.81,0.27,0.37,0.5,0.56,0.76,-0.39
22,NGG,0.45,0.71,0.01,0.35,0.7,0.53,0.75,-0.18
21,NGG,0.71,0.74,0.16,0.46,0.77,0.74,0.54,-0.62
18,NAG,0.63,0.93,0.26,0.46,0.61,0.65,0.6,-0.44
17,TGG,0.46,0.94,0.21,0.59,0.4,0.65,0.54,-0.51
18,NAG,0.5,0.74,0.1,0.48,0.87,0.74,0.5,-0.58
21,TGG,0.71,0.89,0.17,0.54,0.83,0.59,0.58,-0.41
18,NAG,0.54,0.92,0.29,0.32,0.85,0.6,0.63,-0.29
20,NGG,0.63,0.79,0.29,0.42,0.82,0.68,0.54,-0.6
20,CGG,0.47,0.91,0.03,0.31,0.9,0.6,0.67,-0.03
23,CGG,0.53,0.91,0.27,0.51,0.69,0.64,0.54,-0.51
17,TGG,0.66,0.94,0.26,0.34,0.67,0.66,0.6,-0.32
22,CGG,0.64,0.95,0.28,0.21,0.41,0.64,0.76,-0.18
24,CGG,0.57,0.94,0.08,0.33,0.63,0.51,0.64,0.02
20,NAG,0.63,0.77,0.11,0.27,0.85,0.63,0.72,-0.24
22,CGG,0.69,0.82,0.05,0.22,0.42,0.68,0.54,-0.13
21,NGG,0.66,0.74,0.0,0.58,0.75,0.66,0.76,-0.5
17,NAG,0.67,0.79,0.18,0.5,0.61,0.72,0.76,-0.61
19,CGG,0.77,0.79,0.29,0.59,0.62,0.66,0.63,-0.75
17,NAG,0.79,0.71,0.25,0.36,0.63,0.79,0.62,-0.69
18,NAG,0.46,0.8,0.27,0.52,0.62,0.68,0.56,-0.67
19,TGG,0.49,0.79,0.1,0.59,0.41,0.77,0.51,-0.67
21,CGG,0.42,0.83,0.25,0.56,0.79,0.65,0.74,-0.63
22,NAG,0.49,0.84,0.12,0.51,0.73,0.67,0.62,-0.46
19,NGG,0.57,0.94,0.28,0.29,0.45,0.77,0.54,-0.4
23,NAG,0.76,0.83,0.04,0.3,0.64,0.76,0.58,-0.27
20,TGG,0.71,0.9,0.29,0.48,0.59,0.65,0.79,-0.52
17,CGG,0.41,0.71,0.15,0.43,0.84,0.69,0.67,-0.56
18,CGG,0.65,0.81,0.26,0.48,0.76,0.74,0.73,-0.67
18,NAG,0.74,0.89,0.14,0.53,0.46,0.55,0.76,-0.33
17,CGG,0.45,0.93,0.16,0.22,0.5,0.54,0.75,0.01
20,TGG,0.4,0.84,0.29,0.41,0.51,0.62,0.53,-0.48
22,CGG,0.65,0.91,0.02,0.47,0.69,0.66,0.78,-0.24
22,CGG,0.58,0.89,0.22,0.27,0.56,0.78,0.64,-0.38
20,NGG,0.75,0.87,0.09,0.42,0.47,0.79,0.52,-0.43
22,CGG,0.47,0.83,0.13,0.48,0.78,0.76,0.66,-0.54
22,CGG,0.52,0.77,0.01,0.21,0.74,0.58,0.74,-0.03
24,NGG,0.7,0.79,0.2,0.49,0.79,0.66,0.59,-0.56
22,NAG,0.45,0.75,0.3,0.24,0.78,0.63,0.69,-0.42
20,CGG,0.55,0.91,0.18,0.47,0.72,0.76,0.73,-0.5
17,CGG,0.61,0.88,0.15,0.58,0.63,0.78,0.68,-0.63
21,CGG,0.8,0.91,0.12,0.47,0.5,0.74,0.55,-0.42
19,CGG,0.61,0.75,0.16,0.37,0.5,0.73,0.59,-0.51
22,CGG,0.62,0.7,0.07,0.36,0.84,0.5,0.53,-0.23
19,CGG,0.65,0.92,0.05,0.54,0.48,0.56,0.52,-0.23
18,NAG,0.66,0.94,0.05,0.56,0.65,0.67,0.66,-0.34
23,TGG,0.58,0.71,0.15,0.27,0.87,0.77,0.79,-0.48
20,TGG,0.45,0.71,0.1,0.36,0.66,0.57,0.72,-0.32
18,NGG,0.69,0.73,0.09,0.52,0.86,0.51,0.53,-0.39
21,TGG,0.79,0.93,0.22,0.24,0.9,0.62,0.5,-0.15
20,NAG,0.44,0.89,0.16,0.58,0.71,0.79,0.73,-0.64
23,NAG,0.52,0.89,0.17,0.52,0.66,0.61,0.57,-0.41
21,NGG,0.6,0.9,0.2,0.23,0.81,0.53,0.6,-0.06
19,NGG,0.45,0.82,0.14,0.24,0.62,0.69,0.57,-0.25
17,NAG,0.49,0.77,0.15,0.45,0.41,0.57,0.51,-0.4
24,TGG,0.51,0.94,0.17,0.28,0.79,0.63,0.74,-0.14
21,CGG,0.6,0.85,0.12,0.56,0.47,0.63,0.66,-0.46
21,CGG,0.65,0.88,0.01,0.35,0.78,0.57,0.53,-0.05
17,CGG,0.69,0.82,0.01,0.37,0.55,0.59,0.8,-0.15
20,NGG,0.63,0.9,0.21,0.23,0.71,0.65,0.62,-0.19
23,CGG,0.57,0.81,0.17,0.49,0.55,0.78,0.59,-0.63
18,NGG,0.67,0.89,0.08,0.48,0.68,0.53,0.79,-0.2
24,TGG,0.7,0.76,0.05,0.21,0.8,0.52,0.68,-0.02
21,CGG,0.57,0.92,0.28,0.36,0.7,0.7,0.55,-0.42
17,TGG,0.7,0.74,0.02,0.58,0.54,0.64,0.66,-0.5
24,TGG,0.57,0.9,0.14,0.5,0.71,0.51,0.51,-0.25
23,NAG,0.65,0.73,0.25,0.49,0.73,0.71,0.7,-0.72
17,NGG,0.5,0.7,0.14,0.4,0.75,0.7,0.76,-0.54
24,NGG,0.7,0.78,0.15,0.32,0.62,0.51,0.8,-0.2
19,NAG,0.66,0.91,0.09,0.31,0.45,0.62,0.51,-0.11
18,TGG,0.51,0.74,0.3,0.3,0.73,0.65,0.68,-0.51
20,NGG,0.76,0.81,0.21,0.45,0.44,0.66,0.53,-0.51
17,NGG,0.47,0.9,0.05,0.25,0.82,0.51,0.59,0.09
23,NGG,0.42,0.71,0.18,0.23,0.61,0.63,0.62,-0.33
24,CGG,0.67,0.82,0.19,0.4,0.44,0.67,0.66,-0.44
20,CGG,0.62,0.93,0.18,0.58,0.76,0.59,0.72,-0.42
23,TGG,0.58,0.86,0.03,0.6,0.84,0.7,0.62,-0.47
18,TGG,0.63,0.83,0.17,0.4,0.67,0.6,0.67,-0.34
18,NAG,0.67,0.95,0.19,0.33,0.56,0.68,0.79,-0.25
21,TGG,0.77,0.74,0.05,0.55,0.77,0.51,0.8,-0.37
20,NGG,0.72,0.77,0.07,0.48,0.78,0.57,0.79,-0.35
22,CGG,0.58,0.94,0.29,0.53,0.44,0.59,0.52,-0.47
22,NAG,0.44,0.85,0.27,0.45,0.66,0.78,0.67,-0.65
21,NGG,0.52,0.86,0.3,0.5,0.63,0.51,0.74,-0.45
17,NGG,0.45,0.79,0.12,0.49,0.64,0.72,0.77,-0.54
23,NGG,0.69,0.85,0.16,0.26,0.5,0.74,0.55,-0.31
19,NGG,0.73,0.9,0.25,0.27,0.59,0.73,0.6,-0.35
18,CGG,0.68,0.89,0.07,0.34,0.81,0.63,0.73,-0.15
23,NGG,0.65,0.8,0.16,0.35,0.73,0.63,0.76,-0.34
23,NGG,0.4,0.77,0.2,0.27,0.61,0.8,0.52,-0.5
18,NAG,0.56,0.83,0.08,0.45,0.46,0.78,0.69,-0.48
23,CGG,0.64,0.73,0.03,0.28,0.76,0.54,0.73,-0.12
18,CGG,0.73,0.87,0.2,0.34,0.64,0.55,0.71,-0.22
21,CGG,0.59,0.72,0.18,0.25,0.64,0.65,0.74,-0.36
21,TGG,0.51,0.88,0.19,0.44,0.86,0.5,0.72,-0.25
20,CGG,0.63,0.88,0.26,0.36,0.82,0.52,0.57,-0.26
20,CGG,0.6,0.81,0.24,0.29,0.4,0.71,0.71,-0.43
21,TGG,0.79,0.77,0.25,0.32,0.83,0.65,0.71,-0.45
20,CGG,0.44,0.79,0.22,0.54,0.81,0.8,0.73,-0.77
17,CGG,0.4,0.86,0.27,0.41,0.58,0.57,0.63,-0.39
23,TGG,0.47,0.95,0.21,0.48,0.78,0.79,0.54,-0.53
18,NGG,0.65,0.74,0.06,0.24,0.42,0.68,0.51,-0.24
24,NAG,0.56,0.91,0.2,0.4,0.6,0.6,0.79,-0.29
23,NGG,0.56,0.8,0.25,0.39,0.88,0.51,0.68,-0.35
18,CGG,0.73,0.74,0.23,0.21,0.75,0.6,0.7,-0.3
17,CGG,0.5,0.79,0.01,0.55,0.41,0.6,0.66,-0.37
17,TGG,0.78,0.74,0.11,0.28,0.55,0.7,0.58,-0.35
20,NAG,0.53,0.81,0.08,0.49,0.62,0.74,0.68,-0.5
20,TGG,0.54,0.83,0.25,0.3,0.5,0.74,0.55,-0.46
19,TGG,0.57,0.93,0.26,0.46,0.71,0.77,0.57,-0.56
23,NGG,0.8,0.83,0.03,0.22,0.63,0.66,0.75,-0.08
21,CGG,0.6,0.93,0.27,0.39,0.87,0.51,0.65,-0.24
22,NGG,0.74,0.71,0.13,0.45,0.63,0.76,0.66,-0.63
18,NGG,0.42,0.77,0.11,0.45,0.74,0.53,0.63,-0.32
23,NAG,0.64,0.95,0.11,0.38,0.81,0.5,0.66,-0.04
24,CGG,0.54,0.82,0.0,0.22,0.59,0.7,0.67,-0.1
21,TGG,0.58,0.73,0.19,0.22,0.79,0.77,0.76,-0.45
17,NGG,0.61,0.9,0.04,0.43,0.53,0.52,0.67,-0.09
24,TGG,0.56,0.84,0.16,0.21,0.87,0.58,0.51,-0.11
19,NAG,0.58,0.75,0.15,0.22,0.48,0.69,0.68,-0.31
24,NGG,0.53,0.72,0.08,0.59,0.84,0.69,0.7,-0.64
17,CGG,0.62,0.88,0.26,0.22,0.47,0.59,0.7,-0.19
23,NAG,0.59,0.78,0.13,0.34,0.49,0.79,0.59,-0.48
21,NAG,0.56,0.85,0.04,0.58,0.53,0.7,0.6,-0.47
24,NGG,0.49,0.94,0.23,0.59,0.55,0.55,0.77,-0.43
21,NGG,0.43,0.83,0.01,0.53,0.54,0.59,0.73,-0.3
18,TGG,0.51,0.81,0.24,0.59,0.79,0.8,0.74,-0.82
21,NGG,0.72,0.92,0.17,0.36,0.66,0.73,0.79,-0.34
21,NAG,0.53,0.71,0.17,0.4,0.58,0.55,0.59,-0.41
19,NGG,0.48,0.89,0.27,0.31,0.7,0.8,0.57,-0.49
22,NAG,0.68,0.8,0.0,0.31,0.46,0.6,0.79,-0.11
17,TGG,0.61,0.89,0.05,0.37,0.41,0.6,0.55,-0.13
22,NAG,0.53,0.88,0.13,0.22,0.46,0.7,0.73,-0.17
20,NAG,0.42,0.7,0.3,0.51,0.8,0.58,0.75,-0.69
18,CGG,0.6,0.81,0.15,0.34,0.63,0.64,0.6,-0.32
17,NAG,0.59,0.84,0.1,0.31,0.76,0.74,0.61,-0.31
19,NGG,0.59,0.76,0.14,0.53,0.61,0.7,0.78,-0.61
21,CGG,0.4,0.82,0.29,0.55,0.57,0.75,0.51,-0.77
17,NGG,0.74,0.73,0.28,0.27,0.41,0.55,0.53,-0.37
21,TGG,0.41,0.94,0.1,0.43,0.53,0.53,0.75,-0.12
20,TGG,0.49,0.85,0.18,0.44,0.66,0.51,0.52,-0.28
23,TGG,0.45,0.94,0.15,0.36,0.44,0.65,0.64,-0.22
17,NGG,0.61,0.78,0.04,0.27,0.89,0.66,0.68,-0.19
17,CGG,0.7,0.93,0.12,0.3,0.47,0.53,0.65,-0.02
18,NAG,0.75,0.89,0.03,0.23,0.88,0.79,0.5,-0.16
20,TGG,0.56,0.84,0.3,0.36,0.69,0.58,0.56,-0.4
17,CGG,0.54,0.76,0.22,0.3,0.85,0.67,0.55,-0.43
21,TGG,0.66,0.83,0.15,0.41,0.78,0.51,0.75,-0.24
17,TGG,0.49,0.9,0.28,0.55,0.75,0.72,0.75,-0.65
21,NGG,0.52,0.76,0.08,0.47,0.88,0.51,0.74,-0.3
17,TGG,0.49,0.88,0.25,0.33,0.52,0.67,0.63,-0.37
24,TGG,0.4,0.84,0.26,0.28,0.64,0.77,0.64,-0.47
22,NGG,0.76,0.94,0.01,0.34,0.84,0.68,0.59,-0.09
23,TGG,0.7,0.77,0.23,0.39,0.68,0.68,0.56,-0.53
22,CGG,0.67,0.87,0.12,0.29,0.68,0.66,0.56,-0.2
18,NAG,0.74,0.85,0.11,0.45,0.79,0.51,0.73,-0.22
23,TGG,0.41,0.83,0.09,0.53,0.85,0.62,0.53,-0.41
17,TGG,0.44,0.73,0.15,0.55,0.85,0.59,0.61,-0.56
19,NAG,0.65,0.77,0.02,0.24,0.5,0.5,0.79,0.01
19,NGG,0.47,0.93,0.21,0.27,0.85,0.67,0.53,-0.22
19,NAG,0.66,0.95,0.27,0.28,0.66,0.51,0.62,-0.11
22,NAG,0.68,0.76,0.12,0.34,0.65,0.62,0.66,-0.32
17,TGG,0.65,0.74,0.03,0.41,0.55,0.58,0.78,-0.28
21,NGG,0.55,0.86,0.07,0.54,0.63,0.54,0.57,-0.29
19,NGG,0.59,0.88,0.1,0.43,0.45,0.65,0.71,-0.3
17,CGG,0.61,0.9,0.2,0.28,0.48,0.75,0.65,-0.33
21,NAG,0.51,0.77,0.12,0.34,0.79,0.59,0.55,-0.28
24,TGG,0.57,0.74,0.3,0.54,0.47,0.74,0.75,-0.84
23,CGG,0.5,0.85,0.14,0.41,0.65,0.78,0.54,-0.48
20,CGG,0.64,0.9,0.25,0.48,0.43,0.52,0.68,-0.35
18,NGG,0.5,0.76,0.2,0.3,0.69,0.74,0.68,-0.48
19,NAG,0.76,0.87,0.11,0.28,0.41,0.54,0.64,-0.06
21,CGG,0.66,0.75,0.17,0.54,0.58,0.58,0.74,-0.54
17,NGG,0.59,0.71,0.22,0.25,0.5,0.6,0.8,-0.36
21,TGG,0.5,0.93,0.23,0.29,0.75,0.65,0.73,-0.24
23,NAG,0.51,0.7,0.16,0.56,0.85,0.63,0.58,-0.65
19,CGG,0.77,0.89,0.04,0.58,0.45,0.67,0.63,-0.4
24,NAG,0.8,0.93,0.02,0.43,0.89,0.6,0.57,-0.12
23,NAG,0.43,0.72,0.2,0.21,0.55,0.63,0.53,-0.32
17,NGG,0.59,0.79,0.26,0.35,0.88,0.67,0.65,-0.49
24,CGG,0.44,0.89,0.07,0.35,0.84,0.6,0.7,-0.13
23,CGG,0.63,0.89,0.18,0.6,0.46,0.61,0.72,-0.5
21,NGG,0.77,0.71,0.26,0.31,0.42,0.67,0.75,-0.53
23,NAG,0.42,0.81,0.12,0.58,0.8,0.55,0.51,-0.44
21,NGG,0.49,0.73,0.14,0.49,0.69,0.64,0.71,-0.54
20,NGG,0.79,0.85,0.05,0.31,0.74,0.59,0.7,-0.1
22,NAG,0.51,0.88,0.16,0.53,0.66,0.58,0.51,-0.39
18,NGG,0.78,0.78,0.29,0.49,0.59,0.8,0.62,-0.8
20,TGG,0.64,0.71,0.21,0.46,0.75,0.53,0.54,-0.49
23,NAG,0.64,0.84,0.18,0.55,0.53,0.54,0.62,-0.43
22,NAG,0.53,0.75,0.0,0.57,0.6,0.52,0.67,-0.34
19,CGG,0.65,0.88,0.22,0.49,0.64,0.73,0.61,-0.56
18,TGG,0.44,0.8,0.1,0.42,0.41,0.7,0.74,-0.42
24,NAG,0.46,0.8,0.11,0.33,0.69,0.67,0.69,-0.31
22,CGG,0.76,0.78,0.13,0.56,0.52,0.65,0.71,-0.56
22,CGG,0.69,0.94,0.28,0.3,0.82,0.78,0.72,-0.42
18,NAG,0.56,0.75,0.28,0.32,0.85,0.71,0.52,-0.56
19,CGG,0.62,0.79,0.06,0.41,0.78,0.58,0.65,-0.26
19,NGG,0.55,0.85,0.16,0.25,0.49,0.52,0.64,-0.08
18,NGG,0.48,0.87,0.17,0.29,0.53,0.66,0.52,-0.25
22,CGG,0.64,0.9,0.26,0.29,0.81,0.56,0.56,-0.21
18,NAG,0.41,0.79,0.07,0.57,0.68,0.56,0.51,-0.41
23,NGG,0.4,0.72,0.04,0.33,0.76,0.6,0.52,-0.25
18,NGG,0.59,0.9,0.19,0.4,0.53,0.8,0.62,-0.49
24,NAG,0.51,0.71,0.09,0.52,0.79,0.54,0.52,-0.44
22,NAG,0.46,0.86,0.15,0.49,0.9,0.64,0.7,-0.42
22,NAG,0.67,0.74,0.07,0.46,0.63,0.54,0.51,-0.33
18,CGG,0.7,0.91,0.27,0.24,0.82,0.67,0.62,-0.27
19,NGG,0.44,0.78,0.22,0.36,0.57,0.6,0.74,-0.4
22,NGG,0.64,0.74,0.1,0.22,0.59,0.56,0.62,-0.14
23,CGG,0.56,0.78,0.27,0.55,0.74,0.57,0.68,-0.61
23,NAG,0.6,0.83,0.2,0.28,0.5,0.59,0.62,-0.24
19,NGG,0.76,0.77,0.06,0.21,0.65,0.74,0.56,-0.24
21,NGG,0.63,0.82,0.22,0.5,0.86,0.59,0.76,-0.49
18,TGG,0.45,0.86,0.24,0.58,0.42,0.64,0.61,-0.6
22,NGG,0.58,0.89,0.07,0.31,0.56,0.76,0.71,-0.25
22,TGG,0.69,0.87,0.1,0.21,0.82,0.56,0.68,-0.0
